region,lat,lon,elev_m,year,crop,temp_c,precip_mm,wind_ms,vpd_kpa,heatwave_days,co2_ppm,soil_om_pct,soil_cation_meq,fert_kg_ha,irrigated,variety_score,ndvi,evi,lst_c,soil_moisture,yield_t_ha
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2000,Maize,25.93937272979079,866.0902696184623,4.17387220981629,0.2,3.37319447477142,370.89273553815536,1.5787681436735885,6.813088858821685,91.36227608682846,0,0.41847745513709206,0.7470581499564569,0.5295532123855105,26.55591539340928,0.37383876398963245,9.172350877108265
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2001,Maize,25.140448708741864,705.7160577441484,5.041631308263256,0.23595019879006346,2.3569916976543532,373.1207620122131,1.5787681436735885,6.813088858821685,167.5258275834996,0,0.06899331422174455,0.5867716953553327,0.49756203337324945,25.326088658627974,0.2611937811146229,8.167472356130896
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2002,Maize,24.31889609873391,874.4107888758075,4.165916937682027,0.2,7.217406310089001,374.1600922050548,1.5787681436735885,6.813088858821685,119.3344327234059,0,-0.16050587292756177,0.6718951662193909,0.6025197747522855,25.33580667951864,0.37944912970666345,9.35749501891241
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2003,Maize,25.317676771594925,763.3195124163865,3.472890250212581,0.2,2.3610023530634514,376.70447899677833,1.5787681436735885,6.813088858821685,154.42265072254628,1,0.07953521970976635,0.6990417881748144,0.6253871640029053,25.716075404591287,0.41653016195876713,10.048203506572777
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2004,Maize,27.824848113250702,824.1665066879495,4.502764780355632,0.4763879267728347,5.444934885165477,377.5875525719673,1.5787681436735885,6.813088858821685,90.60973552367284,0,-0.03987852908880443,0.6660199554071955,0.43232473984859976,26.294682899599326,0.34383260796735887,9.000406163873247
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2005,Maize,26.435657748252684,959.807836244526,4.865367573581002,0.2,6.162123509038867,380.88958332631216,1.5787681436735885,6.813088858821685,110.12225838544762,1,-0.2,0.8728843818654799,0.6783446945788575,27.425910797831452,0.3841095211095268,9.975632262538944
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2006,Maize,25.307321603898654,897.0627956047011,3.709333115435679,0.2,5.252942759381689,382.98643077246805,1.5787681436735885,6.813088858821685,124.21034710991646,0,0.22288776681174982,0.7620939394342533,0.6859016520022013,24.645007140766083,0.3540029056184826,9.838616118186719
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2007,Maize,27.78790786959312,902.9754517141251,4.910130111163007,0.3311112649613702,5.3826634304777965,386.9398697698281,1.5787681436735885,6.813088858821685,125.8130846377853,0,0.2690751899170295,0.7322334020393286,0.5199826942871858,28.336749037591872,0.3927120321708841,8.886846636224304
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2008,Maize,23.941118949037904,708.9104009854657,3.81772829765649,0.23224764165914424,4.71729813681063,387.71114217062967,1.5787681436735885,6.813088858821685,177.0015440949952,1,-0.11602029164297831,0.7314162998309386,0.6584092020963043,23.716010863797035,0.30576489516001515,9.482377699827838
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2009,Maize,25.874772356739527,993.2856660246969,3.1146549420256258,0.2,3.356129494389351,388.14812214272933,1.5787681436735885,6.813088858821685,137.06856462231528,0,0.1674641805453656,0.7919284273189808,0.5909702703893858,26.278009569153802,0.3760779712562358,9.578136617728067
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2010,Maize,25.292592732291364,798.8762427841314,3.6471828151149155,0.31458995583705507,0.0,392.0528953279576,1.5787681436735885,6.813088858821685,95.50960722025951,1,0.24279598214684442,0.8034378594406691,0.6144933334092422,24.703462994485246,0.39761030620662335,9.79609654256119
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2011,Maize,23.97736434128848,1105.5241861169288,3.7929378395529083,0.2,0.7068460567074575,395.4771031385682,1.5787681436735885,6.813088858821685,85.42224539712106,1,0.8357761616910475,0.9,0.8,23.21293198880814,0.42746386622735144,11.231006617431138
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2012,Maize,24.57340826989567,763.6519727560847,3.5914286677777087,0.2612926733229543,0.0,397.7224596354242,1.5787681436735885,6.813088858821685,119.7209575539184,0,0.5359888277780052,0.7851539559880886,0.6221283383498211,24.221004622796848,0.3687179571160501,9.573144579134775
0,-2.5275928691582514,-12.067514735089375,1301.4999675196107,2013,Maize,24.708946802272912,1017.0740582624462,3.1935828243160858,0.2,0.0,398.6415363974243,1.5787681436735885,6.813088858821685,124.45779174880046,0,0.12987148617563463,0.7538979684827991,0.6411987321505138,24.01775418652906,0.4005778663170787,9.622889669607357
